epoch,train_loss,train_f1,val_loss,val_f1
0,0.5294689140271016,0.6499923806268625,1.0506125502288342,0.7202586316992375
1,0.16947296867262637,0.7641931410983981,0.5822091028094292,0.7466251564633479
2,0.14481989335888076,0.8066353545311274,0.8806405570358038,0.8333890121777587
3,0.1304495079955895,0.8264159625612225,1.2034649327397346,0.8072853072853073
4,0.11640436657087383,0.8500090676683653,1.2601514738053083,0.8277878576943998
5,0.12344187507336547,0.8346841670489495,3.108281023800373,0.8047827645502285
6,0.14137867505364027,0.8204415495858463,6.042374350130558,0.700261114323371
7,0.13882443588920326,0.7900427811476437,6.44767028093338,0.8080921541877824
8,0.17943066419576,0.7293813535969652,8.89054411649704,0.7069952079326035
9,0.1913986669636098,0.6636186187638011,14.536704063415527,0.49611845391931814
10,0.1706002163735424,0.6146436849205107,30.270086407661438,0.48097915279643927
11,0.20606674938913314,0.5344337727336815,52.60934340953827,0.22272497249529866
12,0.21874766558334785,0.4752080219787289,35.42065805196762,0.37302430374426626
13,0.2337542359275794,0.39658907218231415,10.25951025635004,0.34231752464664345
14,0.3830785053243708,0.1900159282473822,0.7619267646223307,0.0607362952215554
15,0.35354065850709865,0.14659584989514168,0.7180004995316267,0.0607362952215554
16,0.34268286809436144,0.14659584989514168,0.6935129798948765,0.0607362952215554
17,0.36922986779556083,0.14659584989514168,0.6879106741398573,0.0607362952215554
18,0.3401994958852716,0.14659584989514168,0.6856773197650909,0.0607362952215554
19,0.3402135372161865,0.14659584989514168,0.6854627169668674,0.0607362952215554
