epoch,train_loss,train_f1,val_loss,val_f1
0,0.3707908789845223,0.3917348101503684,0.990675738081336,0.5101864159241208
1,0.09910946433350308,0.5095393463819379,0.76452711597085,0.35492967017433763
2,0.0871589656772041,0.5303103910041603,0.659425025805831,0.5070812295154575
3,0.0832255832046995,0.5810493144492135,0.6838116180151701,0.5131815044858522
4,0.07980959402753952,0.5778284548327596,1.0350034683942795,0.5137032683721987
5,0.07515434024566756,0.6087448411781579,1.3111237343400717,0.48965604584333683
6,0.10262107224087584,0.49550350677302873,0.6872737389057875,0.24981388371027377
7,0.13113564233604172,0.4649518773832669,0.6639385540038347,0.2345460799949964
8,0.13118803818175134,0.24047036269769503,0.6709406971931458,0.2345460799949964
9,0.13074043168938268,0.24047036269769503,0.6752635333687067,0.2345460799949964
10,0.13078650891056176,0.24047036269769503,0.6794866435229778,0.2345460799949964
11,0.13067230050052916,0.24047036269769503,0.6826977990567684,0.2345460799949964
12,0.13038873620399224,0.2520405521124161,0.6849913876503706,0.2345460799949964
13,0.13041204920655688,0.18020826104350318,0.6847960781306028,0.2345460799949964
14,0.13087185406576174,0.19406974943029862,0.6842960491776466,0.2345460799949964
15,0.130647901253135,0.18880820432629242,0.685370272025466,0.03174430297947729
16,0.13085480254018922,0.08113049498395077,0.6851057466119528,0.03174430297947729
17,0.1303978065498694,0.19753011826938147,0.6822396479547024,0.03174430297947729
18,0.13041136246231189,0.11565165650119347,0.6852875091135502,0.03174430297947729
19,0.13038911708944836,0.0553817505652491,0.6846242789179087,0.03174430297947729
